Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New Mexico,2021,6,2021-02-13,415,390,,61,14,10,,24,,10,40,53,24,71,61,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
New Mexico,2021,7,2021-02-20,368,347,,51,14,10,,15,,,32,69,11,54,52,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,8,2021-02-27,353,339,,75,,12,,18,,,30,42,22,37,31,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,9,2021-03-06,311,304,,61,10,13,,11,,,17,51,12,37,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,10,2021-03-13,243,237,0,52,13,,,15,,,19,42,13,19,18,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2021,11,2021-03-20,185,182,0,40,,,0,12,,,10,29,,12,11,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New York,2020,1,2020-01-04,"2,164","2,027",22,414,60,75,86,128,51,29,40,543,79,0,0,,,,,,,,,,,,,,,
New York,2020,2,2020-01-11,"2,092","1,972",23,412,60,60,63,135,48,43,37,528,82,0,0,,,,,,,,,,,,,,,
New York,2020,3,2020-01-18,"2,168","2,034",25,423,49,63,66,124,44,45,26,582,92,0,0,,,,,,,,,,,,,,,
New York,2020,4,2020-01-25,"2,023","1,885",31,417,61,38,60,97,55,51,39,497,78,0,0,,,,,,,,,,,,,,,
New York,2020,5,2020-02-01,"2,030","1,912",27,399,57,45,52,114,50,38,44,506,89,0,0,,,,,,,,,,,,,,,
New York,2020,6,2020-02-08,"2,058","1,933",29,413,52,49,62,108,53,37,36,549,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,7,2020-02-15,"1,989","1,842",16,389,57,50,61,99,43,47,37,537,71,0,0,,,,,,,,,,,,,,,
New York,2020,8,2020-02-22,"2,032","1,925",23,432,57,58,72,127,42,40,33,476,83,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,9,2020-02-29,"2,161","2,020",29,444,50,57,66,107,45,43,36,575,62,0,0,,,,,,,,,,,,,,,
New York,2020,10,2020-03-07,"2,071","1,911",36,380,60,58,71,106,36,40,32,516,91,0,0,,,,,,,,,,,,,,,
New York,2020,11,2020-03-14,"1,981","1,849",15,396,44,52,66,117,43,37,24,474,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,12,2020-03-21,"2,128","1,983",29,403,61,65,83,103,51,46,54,477,89,42,40,,,,,,,,,,,,,,,
New York,2020,13,2020-03-28,"2,544","2,395",40,414,73,75,96,146,56,38,32,554,77,296,286,,,,,,,,,,,,,,,
New York,2020,14,2020-04-04,"3,776","3,642",31,439,99,85,145,133,47,51,48,771,93,"1,126","1,090",,,,,,,,,,,,,,,
New York,2020,15,2020-04-11,"4,666","4,527",22,428,97,62,123,136,41,45,28,909,96,"2,008","1,909",,,,,,,,,,,,,,,
New York,2020,16,2020-04-18,"4,466","4,324",22,370,83,68,107,126,46,37,39,803,87,"2,011","1,914",,,,,,,,,,,,,,,
New York,2020,17,2020-04-25,"3,743","3,613",22,387,81,60,75,97,42,47,31,613,79,"1,597","1,518",,,,,,,,,,,,,,,
New York,2020,18,2020-05-02,"3,130","3,001",22,407,66,56,63,93,26,29,21,560,85,"1,137","1,058",,,,,,,,,,,,,,,
New York,2020,19,2020-05-09,"2,779","2,629",22,345,69,54,39,84,34,31,31,547,81,879,809,,,,,,,,,,,,,,,
New York,2020,20,2020-05-16,"2,508","2,364",15,383,72,50,40,79,32,40,32,504,80,670,604,,,,,,,,,,,,,,,
New York,2020,21,2020-05-23,"2,244","2,099",23,369,65,43,50,82,37,28,36,467,57,456,406,,,,,,,,,,,,,,,
New York,2020,22,2020-05-30,"2,115","1,964",19,370,69,44,37,79,30,34,37,478,62,331,291,,,,,,,,,,,,,,,
New York,2020,23,2020-06-06,"1,974","1,816",17,399,36,39,33,65,37,41,31,412,80,264,223,,,,,,,,,,,,,,,
New York,2020,24,2020-06-13,"1,899","1,759",28,363,57,45,33,67,39,29,40,446,63,181,152,,,,,,,,,,,,,,,
New York,2020,25,2020-06-20,"1,900","1,750",31,399,46,56,36,81,38,30,38,446,80,128,102,,,,,,,,,,,,,,,
New York,2020,26,2020-06-27,"1,931","1,767",21,388,49,40,39,71,33,35,30,474,86,76,62,,,,,,,,,,,,,,,
New York,2020,27,2020-07-04,"1,893","1,726",15,391,53,35,38,78,38,36,30,441,68,61,48,,,,,,,,,,,,,,,
New York,2020,28,2020-07-11,"1,893","1,751",17,407,54,42,31,88,29,32,38,472,77,64,47,,,,,,,,,,,,,,,
New York,2020,29,2020-07-18,"1,848","1,703",28,382,55,39,38,73,27,28,30,459,61,58,46,,,,,,,,,,,,,,,
New York,2020,30,2020-07-25,"1,814","1,686",18,420,58,49,30,80,28,39,31,426,69,44,34,,,,,,,,,,,,,,,
New York,2020,31,2020-08-01,"1,885","1,738",18,438,43,41,32,100,32,28,38,443,66,39,30,,,,,,,,,,,,,,,
New York,2020,32,2020-08-08,"1,876","1,732",23,419,53,44,32,79,43,25,41,439,81,32,23,,,,,,,,,,,,,,,
New York,2020,33,2020-08-15,"1,824","1,670",18,393,56,40,30,77,25,29,38,432,77,39,30,,,,,,,,,,,,,,,
New York,2020,34,2020-08-22,"1,876","1,717",19,418,51,43,26,79,28,35,32,440,81,33,23,,,,,,,,,,,,,,,
New York,2020,35,2020-08-29,"1,812","1,663",21,419,59,43,26,74,35,32,46,419,89,23,18,,,,,,,,,,,,,,,
New York,2020,36,2020-09-05,"1,797","1,661",15,402,47,38,24,69,49,37,47,444,61,29,23,,,,,,,,,,,,,,,
New York,2020,37,2020-09-12,"1,794","1,670",23,423,56,42,25,69,38,34,30,416,79,26,21,,,,,,,,,,,,,,,
New York,2020,38,2020-09-19,"1,880","1,729",20,423,54,47,34,73,38,32,42,487,61,24,14,,,,,,,,,,,,,,,
New York,2020,39,2020-09-26,"2,091","1,924",30,454,64,50,32,79,38,32,39,506,91,21,15,,,,,,,,,,,,,,,
New York,2020,40,2020-10-03,"1,983","1,843",25,415,53,54,42,78,36,36,41,480,83,50,38,,,,,,,,,,,,,,,
New York,2020,41,2020-10-10,"2,093","1,949",23,454,64,40,32,74,49,44,51,496,80,50,42,,,,,,,,,,,,,,,
New York,2020,42,2020-10-17,"1,940","1,795",17,407,48,58,29,63,45,30,41,469,99,59,49,,,,,,,,,,,,,,,
New York,2020,43,2020-10-24,"1,899","1,780",17,391,52,47,25,62,34,29,40,461,69,68,60,,,,,,,,,,,,,,,
New York,2020,44,2020-10-31,"2,010","1,893",21,405,62,43,42,78,40,33,43,544,80,88,70,,,,,,,,,,,,,,,
New York,2020,45,2020-11-07,"2,162","2,013",24,451,51,52,46,88,40,41,46,513,89,93,81,,,,,,,,,,,,,,,
New York,2020,46,2020-11-14,"2,061","1,950",25,399,64,42,41,83,36,37,45,499,73,164,142,,,,,,,,,,,,,,,
New York,2020,47,2020-11-21,"2,185","2,039",16,391,62,48,38,91,50,40,61,477,88,219,199,,,,,,,,,,,,,,,
New York,2020,48,2020-11-28,"2,302","2,172",19,390,75,52,40,91,41,40,36,504,71,339,312,,,,,,,,,,,,,,,
New York,2020,49,2020-12-05,"2,409","2,302",32,364,72,56,32,89,39,36,61,539,76,411,385,,,,,,,,,,,,,,,
New York,2020,50,2020-12-12,"2,639","2,529",23,436,70,55,36,82,50,48,58,520,83,595,537,,,,,,,,,,,,,,,
New York,2020,51,2020-12-19,"2,774","2,650",24,392,73,45,37,89,37,41,54,557,88,771,704,,,,,,,,,,,,,,,
New York,2020,52,2020-12-26,"2,928","2,823",24,426,60,61,44,90,33,47,70,550,92,835,766,,,,,,,,,,,,,,,
New York,2020,53,2021-01-02,"2,924","2,794",22,400,76,69,41,71,48,28,64,544,75,894,825,,,,,,,,,,,,,,,
New York,2021,1,2021-01-09,"3,035","2,944",18,341,82,52,61,84,42,39,101,522,93,"1,037",969,,,,,,,,,,,,,,,
New York,2021,2,2021-01-16,"3,170","3,057",25,417,56,66,54,89,67,45,108,539,85,"1,053",962,,,,,,,,,,,,,,,
New York,2021,3,2021-01-23,"2,954","2,858",24,383,69,61,56,73,36,29,94,504,68,966,898,,,,,,,,,,,,,,,
New York,2021,4,2021-01-30,"2,842","2,752",17,413,76,48,45,85,46,49,93,564,81,838,761,,,,,,,,,,,,,,,
New York,2021,5,2021-02-06,"2,819","2,732",24,416,76,55,52,96,37,39,107,556,84,769,673,,,,,,,,,,,,,,,
New York,2021,6,2021-02-13,"2,495","2,410",31,375,53,49,30,69,40,44,113,486,94,614,551,,,,,,,,,,,,,,,
New York,2021,7,2021-02-20,"2,447","2,365",32,369,61,61,41,82,33,39,110,523,92,494,423,,,,,,,,,,,,,,,
New York,2021,8,2021-02-27,"2,335","2,236",28,407,75,48,34,86,34,38,109,485,79,370,314,,,,,,,,,,,,,,,
New York,2021,9,2021-03-06,"2,150","2,065",22,378,72,44,36,74,35,31,103,427,89,310,271,,,,,,,,,,,,,,,
New York,2021,10,2021-03-13,"1,767","1,729",23,321,49,36,32,65,34,35,116,362,73,219,194,,,,,,,,,,,,,,,
New York,2021,11,2021-03-20,"1,579","1,546",13,287,41,48,32,55,31,26,113,355,55,191,166,,,,,,,,,,,,,,,
New York City,2020,1,2020-01-04,"1,155","1,067",,240,39,28,57,40,16,14,,396,26,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,2,2020-01-11,"1,137","1,084",15,222,49,18,49,40,10,16,23,375,46,0,0,,,,,,,,,,,,,,,
New York City,2020,3,2020-01-18,"1,129","1,057",11,236,28,15,57,35,12,17,12,351,45,0,0,,,,,,,,,,,,,,,
New York City,2020,4,2020-01-25,"1,182","1,104",14,258,46,25,58,28,14,16,21,379,38,0,0,,,,,,,,,,,,,,,
New York City,2020,5,2020-02-01,"1,171","1,085",,287,32,27,55,34,19,10,,353,35,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,6,2020-02-08,"1,172","1,085",16,228,42,21,60,45,14,18,,367,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,7,2020-02-15,"1,130","1,063",,253,42,22,46,32,10,,,374,42,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2020,8,2020-02-22,"1,096","1,026",11,250,31,23,35,39,11,14,13,346,43,0,0,,,,,,,,,,,,,,,
New York City,2020,9,2020-02-29,"1,110","1,028",10,227,34,22,35,48,14,12,12,339,54,0,0,,,,,,,,,,,,,,,
New York City,2020,10,2020-03-07,"1,113","1,045",12,244,43,13,43,28,,,11,355,40,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,11,2020-03-14,"1,136","1,059",14,230,36,22,47,32,,14,17,384,42,,,,,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York City,2020,12,2020-03-21,"1,405","1,344",12,262,60,25,62,37,13,15,14,425,52,125,120,,,,,,,,,,,,,,,
New York City,2020,13,2020-03-28,"2,805","2,724",14,266,86,38,121,78,27,21,29,746,54,979,903,,,,,,,,,,,,,,,
New York City,2020,14,2020-04-04,"6,294","6,220",24,260,183,59,218,126,53,33,37,"1,482",71,"3,310","3,094",,,,,,,,,,,,,,,
New York City,2020,15,2020-04-11,"7,861","7,785",10,252,163,55,166,107,61,28,46,"1,720",84,"4,854","4,564",,,,,,,,,,,,,,,
New York City,2020,16,2020-04-18,"5,899","5,828",10,189,88,41,53,72,41,16,36,"1,154",60,"3,906","3,646",,,,,,,,,,,,,,,
New York City,2020,17,2020-04-25,"4,048","3,977",,201,59,27,51,34,22,13,41,702,38,"2,622","2,483",,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,18,2020-05-02,"2,846","2,765",10,179,32,22,49,30,23,,21,506,46,"1,723","1,620",,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,19,2020-05-09,"2,072","1,988",,195,34,18,40,26,18,11,23,403,34,"1,050",982,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,20,2020-05-16,"1,603","1,530",14,190,32,12,30,27,,10,20,384,40,616,554,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,21,2020-05-23,"1,310","1,219",,207,23,18,26,28,18,10,20,302,30,415,367,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,22,2020-05-30,"1,166","1,080",,207,25,10,20,21,10,,13,311,31,283,249,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,23,2020-06-06,"1,114","1,021",13,194,26,18,17,29,,,18,320,30,196,171,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,24,2020-06-13,"1,097","1,015",20,219,26,25,31,24,10,,17,300,42,139,109,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,25,2020-06-20,990,923,16,193,27,15,30,22,,17,,322,27,90,67,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2020,26,2020-06-27,"1,073",984,15,207,30,15,20,26,,,17,354,35,74,54,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,27,2020-07-04,990,912,,226,30,18,27,20,12,11,22,307,36,51,35,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,28,2020-07-11,"1,027",923,15,205,39,18,27,24,,,17,321,38,43,32,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,29,2020-07-18,969,888,,218,38,15,17,33,,,21,280,30,50,32,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,30,2020-07-25,"1,020",925,10,220,38,12,19,29,,,29,300,36,45,31,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,31,2020-08-01,985,887,13,209,21,11,31,27,12,10,22,299,36,34,21,,,,,,,,,,,,,,,
New York City,2020,32,2020-08-08,964,881,12,186,27,12,24,23,,,22,314,50,24,19,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,33,2020-08-15,987,914,20,213,20,13,23,31,19,12,29,277,40,29,20,,,,,,,,,,,,,,,
New York City,2020,34,2020-08-22,965,891,13,243,32,15,26,25,11,11,20,251,33,21,15,,,,,,,,,,,,,,,
New York City,2020,35,2020-08-29,997,921,14,216,31,14,16,17,11,16,22,272,32,19,15,,,,,,,,,,,,,,,
New York City,2020,36,2020-09-05,971,888,16,223,38,13,34,29,13,15,32,255,36,23,16,,,,,,,,,,,,,,,
New York City,2020,37,2020-09-12,963,875,,208,27,18,20,25,12,12,29,275,40,17,10,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,38,2020-09-19,"1,006",938,10,238,25,12,26,22,19,13,35,268,35,26,21,,,,,,,,,,,,,,,
New York City,2020,39,2020-09-26,988,917,12,199,41,26,32,26,15,,29,282,39,20,15,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,40,2020-10-03,968,891,18,192,31,18,19,32,10,,35,261,41,34,28,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,41,2020-10-10,"1,016",963,,224,35,21,18,26,14,17,48,284,41,24,16,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,42,2020-10-17,"1,045",985,11,252,31,16,20,24,12,23,46,292,33,40,35,,,,,,,,,,,,,,,
New York City,2020,43,2020-10-24,"1,039",963,12,224,28,20,26,24,,16,44,260,46,28,26,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,44,2020-10-31,"1,066","1,010",11,234,46,22,27,27,,12,54,298,38,41,37,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,45,2020-11-07,"1,154","1,104",13,220,34,26,29,27,13,15,86,331,43,70,60,,,,,,,,,,,,,,,
New York City,2020,46,2020-11-14,"1,094","1,036",,235,44,22,24,23,16,,61,282,33,53,43,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,47,2020-11-21,"1,101","1,069",16,228,49,23,23,25,18,17,69,302,38,68,61,,,,,,,,,,,,,,,
New York City,2020,48,2020-11-28,"1,070","1,027",10,225,35,24,26,34,13,21,68,253,44,69,58,,,,,,,,,,,,,,,
New York City,2020,49,2020-12-05,"1,160","1,135",11,222,39,20,21,27,13,16,81,321,52,130,118,,,,,,,,,,,,,,,
New York City,2020,50,2020-12-12,"1,231","1,196",11,211,38,25,36,36,11,10,102,320,46,169,152,,,,,,,,,,,,,,,
New York City,2020,51,2020-12-19,"1,338","1,300",15,243,51,21,23,31,17,,77,353,42,217,199,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,52,2020-12-26,"1,427","1,379",19,211,35,21,37,24,23,,89,390,57,262,244,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,53,2021-01-02,"1,414","1,364",11,207,36,35,36,30,12,,115,341,39,293,276,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2021,1,2021-01-09,"1,507","1,467",17,217,34,29,35,39,24,11,103,350,49,368,346,,,,,,,,,,,,,,,
New York City,2021,2,2021-01-16,"1,488","1,433",16,233,46,21,31,26,,19,89,323,49,404,378,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2021,3,2021-01-23,"1,575","1,544",11,213,37,27,36,28,18,14,88,341,38,483,457,,,,,,,,,,,,,,,
New York City,2021,4,2021-01-30,"1,598","1,562",16,211,47,24,32,28,13,12,105,364,39,505,467,,,,,,,,,,,,,,,
New York City,2021,5,2021-02-06,"1,560","1,510",14,182,36,36,25,25,15,16,101,346,47,484,456,,,,,,,,,,,,,,,
New York City,2021,6,2021-02-13,"1,622","1,584",11,254,47,24,31,31,,17,90,344,47,502,464,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2021,7,2021-02-20,"1,553","1,508",15,187,51,25,39,31,,,90,341,53,461,428,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2021,8,2021-02-27,"1,537","1,498",23,202,28,21,30,32,13,10,105,353,32,446,407,,,,,,,,,,,,,,,
New York City,2021,9,2021-03-06,"1,414","1,375",11,204,42,23,46,30,10,,96,350,42,373,350,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2021,10,2021-03-13,"1,242","1,213",12,163,22,30,31,23,15,18,99,276,31,358,335,,,,,,,,,,,,,,,
New York City,2021,11,2021-03-20,"1,091","1,075",11,143,29,23,29,26,13,11,100,268,34,242,231,,,,,,,,,,,,,,,
North Carolina,2020,1,2020-01-04,"2,003","1,839",37,378,64,90,44,137,36,56,27,415,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,2,2020-01-11,"1,983","1,803",30,399,57,98,58,119,39,39,14,374,107,0,0,,,,,,,,,,,,,,,
North Carolina,2020,3,2020-01-18,"1,901","1,762",30,405,59,86,51,135,31,26,17,361,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,4,2020-01-25,"1,994","1,815",28,420,60,80,48,120,38,51,25,396,119,0,0,,,,,,,,,,,,,,,
North Carolina,2020,5,2020-02-01,"1,983","1,820",41,381,55,106,50,123,34,25,12,393,120,0,0,,,,,,,,,,,,,,,
North Carolina,2020,6,2020-02-08,"2,053","1,856",31,416,64,106,54,119,39,49,22,412,118,0,0,,,,,,,,,,,,,,,
North Carolina,2020,7,2020-02-15,"2,060","1,885",34,401,54,89,77,129,33,53,14,382,126,0,0,,,,,,,,,,,,,,,
North Carolina,2020,8,2020-02-22,"1,925","1,786",33,405,65,92,68,115,25,41,24,380,118,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,9,2020-02-29,"1,972","1,807",38,399,60,95,64,118,37,39,21,388,107,0,0,,,,,,,,,,,,,,,
North Carolina,2020,10,2020-03-07,"2,032","1,832",35,397,58,102,52,117,30,42,18,408,113,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,11,2020-03-14,"2,025","1,853",34,417,65,93,44,115,35,40,22,424,109,0,0,,,,,,,,,,,,,,,
North Carolina,2020,12,2020-03-21,"2,052","1,846",30,387,67,105,50,111,39,47,15,404,109,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
North Carolina,2020,13,2020-03-28,"1,877","1,694",22,337,71,88,65,94,33,41,14,368,105,12,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
North Carolina,2020,14,2020-04-04,"2,024","1,853",48,391,66,93,57,111,29,33,25,403,105,44,41,,,,,,,,,,,,,,,
North Carolina,2020,15,2020-04-11,"2,016","1,838",45,373,62,89,48,106,39,33,23,401,101,61,58,,,,,,,,,,,,,,,
North Carolina,2020,16,2020-04-18,"2,028","1,840",17,334,70,107,29,121,24,43,27,372,116,139,124,,,,,,,,,,,,,,,
North Carolina,2020,17,2020-04-25,"2,104","1,931",28,409,73,108,41,102,32,48,28,381,111,121,113,,,,,,,,,,,,,,,
North Carolina,2020,18,2020-05-02,"1,948","1,767",29,355,64,82,31,92,26,38,28,374,92,120,111,,,,,,,,,,,,,,,
North Carolina,2020,19,2020-05-09,"2,058","1,841",31,364,73,92,30,90,28,36,38,381,107,118,114,,,,,,,,,,,,,,,
North Carolina,2020,20,2020-05-16,"2,039","1,843",22,409,64,83,22,85,23,32,46,390,99,104,90,,,,,,,,,,,,,,,
North Carolina,2020,21,2020-05-23,"2,060","1,878",22,393,65,97,35,106,37,33,29,397,101,109,95,,,,,,,,,,,,,,,
North Carolina,2020,22,2020-05-30,"1,990","1,824",36,343,59,90,31,82,35,42,57,381,82,161,140,,,,,,,,,,,,,,,
North Carolina,2020,23,2020-06-06,"1,966","1,804",33,377,62,94,22,108,23,45,52,320,104,127,113,,,,,,,,,,,,,,,
North Carolina,2020,24,2020-06-13,"1,877","1,705",24,371,44,83,22,78,37,37,41,358,86,113,93,,,,,,,,,,,,,,,
North Carolina,2020,25,2020-06-20,"1,938","1,788",26,350,63,72,25,91,35,40,70,386,111,102,88,,,,,,,,,,,,,,,
North Carolina,2020,26,2020-06-27,"1,946","1,749",32,367,66,88,22,76,33,40,39,390,97,104,94,,,,,,,,,,,,,,,
North Carolina,2020,27,2020-07-04,"2,001","1,829",23,408,79,91,21,84,33,36,49,406,101,103,87,,,,,,,,,,,,,,,
North Carolina,2020,28,2020-07-11,"1,979","1,805",28,331,57,91,31,80,31,36,69,349,112,129,120,,,,,,,,,,,,,,,
North Carolina,2020,29,2020-07-18,"2,026","1,830",21,378,71,79,17,89,22,52,80,381,112,154,144,,,,,,,,,,,,,,,
North Carolina,2020,30,2020-07-25,"2,145","1,986",33,389,88,80,20,85,24,39,75,379,131,186,177,,,,,,,,,,,,,,,
North Carolina,2020,31,2020-08-01,"2,085","1,916",27,360,74,92,18,88,28,28,75,374,108,213,195,,,,,,,,,,,,,,,
North Carolina,2020,32,2020-08-08,"2,060","1,918",38,379,59,96,32,72,26,37,82,404,112,191,178,,,,,,,,,,,,,,,
North Carolina,2020,33,2020-08-15,"2,159","1,991",30,408,71,99,30,76,31,45,66,367,104,209,188,,,,,,,,,,,,,,,
North Carolina,2020,34,2020-08-22,"2,116","1,953",38,416,68,83,17,97,34,44,72,354,99,213,191,,,,,,,,,,,,,,,
North Carolina,2020,35,2020-08-29,"2,069","1,925",29,381,70,86,24,86,32,41,64,372,111,189,171,,,,,,,,,,,,,,,
North Carolina,2020,36,2020-09-05,"2,160","1,982",32,396,74,95,30,95,35,36,58,391,129,213,192,,,,,,,,,,,,,,,
North Carolina,2020,37,2020-09-12,"2,114","1,947",31,395,71,77,15,96,29,30,37,392,107,204,182,,,,,,,,,,,,,,,
North Carolina,2020,38,2020-09-19,"2,256","2,078",35,416,87,82,29,98,25,40,43,427,116,227,204,,,,,,,,,,,,,,,
North Carolina,2020,39,2020-09-26,"2,058","1,908",36,363,65,93,23,106,34,38,38,360,115,200,187,,,,,,,,,,,,,,,
North Carolina,2020,40,2020-10-03,"1,934","1,769",21,379,73,77,22,92,23,35,43,334,95,184,157,,,,,,,,,,,,,,,
North Carolina,2020,41,2020-10-10,"1,900","1,756",24,360,61,74,32,79,24,35,42,317,101,189,173,,,,,,,,,,,,,,,
North Carolina,2020,42,2020-10-17,"1,706","1,579",30,313,47,68,20,86,18,32,46,301,91,169,151,,,,,,,,,,,,,,,
North Carolina,2020,43,2020-10-24,"1,689","1,558",29,313,63,63,15,84,25,29,42,321,83,175,164,,,,,,,,,,,,,,,
North Carolina,2020,44,2020-10-31,"1,749","1,637",22,323,66,65,21,62,27,29,41,315,75,219,206,,,,,,,,,,,,,,,
North Carolina,2020,45,2020-11-07,"1,974","1,839",26,331,63,76,25,89,37,55,38,389,99,248,221,,,,,,,,,,,,,,,
North Carolina,2020,46,2020-11-14,"1,837","1,707",23,313,60,72,25,77,24,49,43,293,99,253,235,,,,,,,,,,,,,,,
North Carolina,2020,47,2020-11-21,"1,800","1,692",22,322,45,56,18,63,22,33,55,341,106,237,212,,,,,,,,,,,,,,,
North Carolina,2020,48,2020-11-28,"1,878","1,758",17,303,60,84,22,88,28,39,53,342,78,274,241,,,,,,,,,,,,,,,
North Carolina,2020,49,2020-12-05,793,729,14,108,29,24,12,23,10,,43,155,34,103,95,,,,,,,,,,Suppressed (counts 1-9),,,,,
North Carolina,2020,50,2020-12-12,424,374,,61,19,14,,18,,,28,61,20,66,59,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
North Carolina,2020,51,2020-12-19,416,368,,63,,,,13,14,,35,67,12,65,61,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
North Carolina,2020,52,2020-12-26,361,303,,43,10,,,,,,28,59,15,62,55,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
